NAMA PEMOHON LELANG/PENJUAL,LOKASI,TAHUN LELANG,NILAI LIMIT,POKOK LELANG,URAIAN BARANG,Merk,Type,Tahun Kendaraan,Isi Silinder,Dok Kepemilikan
Pemda Lembata,Lembata,2022,255000,765999,"1 (satu) unit Sepeda Motor, Merk Honda, Type GL160D, Tahun Pembuatan 2007, Nomor Polisi EB 877 F, Nomor Rangka MH1KC11177K120268, Nomor Mesin KC11E-1122298, Warna Hitam, Bahan Bakar Bensin, Isi Silinder 160 CC, BPKB F No. 2380883 O dalam kondisi rusak berat (BPKB ada, STNK 2024, Pajak 2021)",Honda,GL 160D,2007,160,BPKB
Pemda Lembata,Lembata,2022,560000,1250555,"1 (satu) unit Sepeda Motor, Merk Honda, Type NF125TR, Tahun Pembuatan 2008, Nomor Polisi EB 864 F, Nomor Rangka MH1JB91108K295377, Nomor Mesin JB91E-1295119, Warna Hitam-Biru, Bahan Bakar Bensin, Isi Silinder 125 CC, BPKB F No. 2380837 O dalam kondisi rusak berat (BPKB ada, STNK 2023, Pajak 2021).",Honda,Supra X,2008,125,BPKB
Pemda Lembata,Lembata,2022,361000,3201999,"1 (satu) unit Sepeda Motor, Merk Honda, Type GL15A1D M/T, Tahun Pembuatan 2011, Nomor Polisi EB 2604 WF (Eks EB 780 FA), Nomor Rangka MH1KC2116BK028406, Nomor Mesin KC21E-1028483, Warna Hitam Abu-Abu, Bahan Bakar Bensin, Isi Silinder 150 CC, BPKB H-01687404 dalam kondisi rusak berat (BPKB ada, STNK 2026, Pajak 2022).",Honda,GL Max,2011,150,BPKB
Pemda Lembata,Lembata,2022,602000,2222222,"1 (satu) unit Sepeda Motor, Merk Honda, Type GL15A1D M/T, Tahun Pembuatan 2011, Nomor Polisi EB 2602 WF (Eks EB 786 FA), Nomor Rangka MH1KC2113BK040545, Nomor Mesin KC21E-1040508, Warna Hitam Abu-Abu, Bahan Bakar Bensin, Isi Silinder 150 CC, BPKB H-01687410 dalam kondisi rusak berat (BPKB ada, STNK 2026, Pajak 2022).",Honda,GL Max,2011,150,BPKB
Pemda Lembata,Lembata,2022,306000,2000000,"1 (satu) unit Sepeda Motor, Merk Honda, Type GL160D, Tahun Pembuatan 2007, Nomor Polisi EB 880 F, Nomor Rangka MH1KC11107K118233, Nomor Mesin KC11E-1120776, Warna Hitam, Bahan Bakar Bensin, Isi Silinder 160 CC, BPKB F No. 2380874 O dalam kondisi rusak berat (BPKB ada, STNK 2024, Pajak 2021).",Honda,GL 160D,2007,160,BPKB
Pemda Lembata,Lembata,2022,482000,580000,"1 (satu) unit Sepeda Motor, Merk Honda, Type GL15A1D M/T, Tahun Pembuatan 2011, Nomor Polisi EB 2603 WF (Eks EB 784 FA), Nomor Rangka MH1KC2111BK027048, Nomor Mesin KC21E-1026878, Warna Silver Abu-Abu, Bahan Bakar Bensin, Isi Silinder 150 CC, BPKB H-01687408 dalam kondisi rusak berat (BPKB ada, STNK 2026, Pajak 2022)",Honda,GL Max,2011,150,BPKB
Pemda Lembata,Lembata,2022,221000,999999,"1 (satu) unit Sepeda Motor, Merk Honda, Type NF 12A1CF M/T, Tahun Pembuatan 2014, Nomor Polisi EB 2186 WF, Nomor Rangka MH1JBG119EK158292, Nomor Mesin JBG1E -1157948, Warna Hitam, Bahan Bakar Bensin, Isi Silinder 125 CC, BPKB L-01810387 dalam kondisi rusak berat (BPKB ada, STNK 2024, Pajak 2021).",Honda,Supra X,2014,125,BPKB
Pemda Lembata,Lembata,2022,468000,590000,"1 (satu) unit Sepeda Motor, Merk Honda, Type GL160D, Tahun Pembuatan 2010, Nomor Polisi EB 2382 WF (Eks EB 667 FA), Nomor Rangka MH1KC1117AK252065, Nomor Mesin KC11E-1253704, Warna Hitam, Bahan Bakar Bensin, Isi Silinder 160 CC, BPKB F No. 8143859 O dalam kondisi rusak berat (BPKB ada, STNK 2025, Pajak 2022).",Honda,GL 160D,2010,160,BPKB
Pemda Lembata,Lembata,2022,123000,179000,"1 (satu) unit Sepeda Motor, Merk Honda, Type NF 125 TD M/T, Tahun Pembuatan 2013, Nomor Polisi EB 2095 WN, Nomor Rangka MH1JB8113DK858619, Nomor Mesin JB81E-1854541, Warna Hitam, Bahan Bakar Bensin, Isi Silinder 125 CC, BPKB K-02503163 dalam kondisi rusak berat (BPKB ada, STNK 2025, Pajak 2022)",Honda,Supra X,2013,125,BPKB
Pemda Lembata,Lembata,2022,464000,1000001,"1 (satu) unit Sepeda Motor, Merk Suzuki, Type FW 110 SD, Tahun Pembuatan 2012, Nomor Polisi EB 2128 WN, Nomor Rangka MH8BE4DUACJ294219, Nomor Mesin E470-1D-322171, Warna Merah- Hitam, Bahan Bakar Bensin, Isi Silinder 113 CC, BPKB K-08717196 dalam kondisi rusak berat (BPKB ada, STNK 2024, Pajak 2021)",Suzuki,Smash,2012,113,BPKB
Pemda Lembata,Lembata,2022,744000,3000000,"1 (satu) unit Sepeda Motor, Merk Honda, Type GL160D, Tahun Pembuatan 2009, Nomor Polisi EB 2459 WF (Eks. EB 646 FA), Nomor Rangka MH1KC11109K233174, Nomor Mesin KC11E-1235293, Warna Hitam, Bahan Bakar Bensin, Isi Silinder 160 CC, BPKB F No. 8143628 O dalam kondisi rusak berat (BPKB ada, STNK 2025, Pajak 2022).",Honda,GL 160D,2009,160,BPKB
Pemda Lembata,Lembata,2022,621000,3750000,"1 (satu) unit Sepeda Motor, Merk Honda, Type NF125 TR M/T, Tahun Pembuatan 2014, Nomor Polisi EB 2183 WF, Nomor Rangka MH1JB9135EK539568, Nomor Mesin JB91E-3521767, Warna Hitam, Bahan Bakar Bensin, Isi Silinder 125 CC, BPKB L-01810383 dalam kondisi rusak berat (BPKB ada, STNK Tidak ada, Pajak Tidak ada).",Honda,Supra X,2014,125,BPKB
Pemda Lembata,Lembata,2022,597000,690000,"1 (satu) unit Sepeda Motor, Merk Honda, Type GL160D, Tahun Pembuatan 2008, Nomor Polisi EB 564 FA, Nomor Rangka MH1KC11118K192536, Nomor Mesin KC11E-1194506, Warna Hitam, Bahan Bakar Bensin, Isi Silinder 160 CC, BPKB F No. 4029181 O dalam kondisi rusak berat (BPKB ada, STNK Tidak ada, Pajak Tidak ada).",Honda,GL 160D,2008,160,BPKB
Pemda Lembata,Lembata,2022,179000,185000,"1 (satu) unit Sepeda Motor, Merk Honda, Type NF125D, Tahun Pembuatan 2006, Nomor Polisi EB 624 F, Nomor Rangka MH1JB221X6K577626, Nomor Mesin JB22E-1576007, Warna Hitam, Bahan Bakar Bensin, Isi Silinder 125 CC, BPKB F No. 2380002 O dalam kondisi rusak berat (BPKB ada, STNK Tidak ada, Pajak Tidak ada).",Honda,Supra X,2006,125,BPKB
Pemda Lembata,Lembata,2022,50000,790000,"1 (satu) unit Sepeda Motor, Merk Honda, Type MCB, Tahun Pembuatan 2003, Nomor Polisi EB 897 DA, Nomor Rangka MH1HABD173K025186, Nomor Mesin HABDE-1026181, Warna Hitam, Bahan Bakar Bensin, Isi Silinder 100 CC, BPKB C No. 6927299 O dalam kondisi rusak berat (BPKB ada, STNK Tidak ada, Pajak Tidak ada).",Honda,Win MCB,2003,100,BPKB
Pemda Lembata,Lembata,2022,50000,500534,"1 (satu) unit Sepeda Motor, Merk Honda, Type MCB, Tahun Pembuatan 2003, Nomor Polisi EB 890 DA, Nomor Rangka MH1HABD133K025184, Nomor Mesin HABDE-1026187, Warna Hitam, Bahan Bakar Bensin, Isi Silinder 100 CC, BPKB C No. 6927283 O dalam kondisi rusak berat (BPKB ada, STNK Tidak ada, Pajak Tidak ada).",Honda,Win MCB,2003,100,BPKB
Pemda Lembata,Lembata,2022,253000,360000,"1 (satu) unit Sepeda Motor, Merk Honda, Type NF100SL, Tahun Pembuatan 2007, Nomor Polisi EB 830 F, Nomor Rangka MH1HB32147K331323, Nomor Mesin HB32E-1325167, Warna Hitam-Biru, Bahan Bakar Bensin, Isi Silinder 110 CC, BPKB G No. 1885332 O dalam kondisi rusak berat (BPKB ada, STNK Tidak ada, Pajak Tidak ada).",Honda,Supra Fit,2007,110,BPKB
Pemda Lembata,Lembata,2022,481000,1685000,"1 (satu) unit Sepeda Motor, Merk Yamaha, Type 30C (Jupiter Z), Tahun Pembuatan 2009, Nomor Polisi EB 2326 WF (Eks EB 593 FA), Nomor Rangka MH330C0029J633670, Nomor Mesin 30C-633728, Warna Hijau-Hitam, Bahan Bakar Bensin, Isi Silinder 110 CC, BPKB F No. 4029450 O dalam kondisi rusak berat (BPKB ada, STNK Tidak ada, Pajak Tidak ada).",Yamaha,Jupiter Z,2009,110,BPKB
Pemda Lembata,Lembata,2022,641000,2000000,"1 (satu) unit Sepeda Motor, Merk Yamaha, Type 30C (Jupiter Z), Tahun Pembuatan 2009, Nomor Polisi EB 2329 WF (Eks EB 597 FA), Nomor Rangka MH330C0029J578932, Nomor Mesin 30C-578933, Warna Merah- Hitam, Bahan Bakar Bensin, Isi Silinder 110 CC, BPKB F No. 4029454 O dalam kondisi rusak berat (BPKB ada, STNK Tidak ada, Pajak Tidak ada).",Yamaha,Jupiter Z,2009,110,BPKB
Pemda Lembata,Lembata,2022,321000,3500000,"1 (satu) unit Sepeda Motor, Merk Yamaha, Type 30C (Jupiter Z), Tahun Pembuatan 2009, Nomor Polisi EB 2475 WF (Eks EB 594 FA), Nomor Rangka MH330C0029J633627, Nomor Mesin 30C-633687, Warna Hijau-Hitam, Bahan Bakar Bensin, Isi Silinder 110 CC, BPKB F No. 4029451 O dalam kondisi rusak berat (BPKB ada, STNK Tidak ada, Pajak Tidak ada).",Yamaha,Jupiter Z,2009,110,BPKB
Pemda Lembata,Lembata,2022,321000,3015430,"1 (satu) unit Sepeda Motor, Merk Yamaha, Type 30C (Jupiter Z), Tahun Pembuatan 2009, Nomor Polisi EB 2330 WF (Eks EB 598 FA), Nomor Rangka MH330C0029J634191, Nomor Mesin 30C-634189, Warna Hitam-Merah, Bahan Bakar Bensin, Isi Silinder 110 CC, BPKB F No. 4029455 O dalam kondisi rusak berat (BPKB ada, STNK Tidak ada, Pajak Tidak ada).",Yamaha,Jupiter Z,2009,110,BPKB
Pemda Lembata,Lembata,2022,321000,2000000,"1 (satu) unit Sepeda Motor, Merk Yamaha, Type 30C (Jupiter Z), Tahun Pembuatan 2009, Nomor Polisi EB 2328 WF (Eks EB 596 FA), Nomor Rangka MH330C0029J577161, Nomor Mesin 30C-577164, Warna Biru- Hitam, Bahan Bakar Bensin, Isi Silinder 110 CC, BPKB F No. 4029453 O dalam kondisi rusak berat (BPKB ada, STNK Tidak ada, Pajak Tidak ada).",Yamaha,Jupiter Z,2009,110,BPKB
Pemda Lembata,Lembata,2022,580000,3000000,"1 (satu) unit Sepeda Motor, Merk Honda, Type NF100SL, Tahun Pembuatan 2006, Nomor Polisi EB 2647 WF (Eks EB 637 F), Nomor Rangka MH1HB31186K409022, Nomor Mesin HB31E-1408438, Warna Hitam, Bahan Bakar Bensin, Isi Silinder 100 CC, BPKB E No. 1526656 O dalam kondisi rusak berat (BPKB ada, STNK Tidak ada, Pajak Tidak ada).",Honda,Supra Fit,2006,100,BPKB
Pemda Lembata,Lembata,2022,508000,3000000,"1 (satu) unit Sepeda Motor, Merk Honda, Type MCB, Tahun Pembuatan 2005, Nomor Polisi EB 2648 WF (Eks EB 639 F), Nomor Rangka MH1HABD175K141345, Nomor Mesin HABDE-1140166, Warna Hitam, Bahan Bakar Bensin, Isi Silinder 100 CC, BPKB E No. 1526658 O dalam kondisi rusak berat (BPKB ada, STNK Tidak ada, Pajak Tidak ada).",Honda,Win MCB,2005,100,BPKB
Pemda Lembata,Lembata,2022,120000,290000,"1 (satu) unit Sepeda Motor, Merk Honda, Type NF125TR, Tahun Pembuatan 2008, Nomor Polisi EB 870 F, Nomor Rangka MH1JB91118K295310, Nomor Mesin JB91E-1295105, Warna Hitam-Biru, Bahan Bakar Bensin, Isi Silinder 125 CC, BPKB F No. 2380809 O dalam kondisi rusak berat (BPKB ada, STNK Tidak ada, Pajak Tidak ada).",Honda,Supra X,2008,125,BPKB
Pemda Lembata,Lembata,2022,560000,2250005,"1 (satu) unit Sepeda Motor, Merk Honda, Type NF125TR, Tahun Pembuatan 2008, Nomor Polisi EB 866 F, Nomor Rangka MH1JB911X8K295368, Nomor Mesin JB91E-1295102, Warna Hitam-Biru, Bahan Bakar Bensin, Isi Silinder 125 CC, BPKB F No. 2380839 O dalam kondisi rusak berat (BPKB ada, STNK Tidak ada, Pajak Tidak ada).",Honda,Supra X,2008,125,BPKB
Pemda Lembata,Lembata,2022,679000,2025000,"1 (satu) unit Sepeda Motor, Merk Honda, Type GL160D, Tahun Pembuatan 2010, Nomor Polisi EB 2464 WF (Eks EB 690 FA), Nomor Rangka MH1KC1117AK260019, Nomor Mesin KC11E-1261621, Warna Hitam, Bahan Bakar Bensin, Isi Silinder 160 CC, BPKB G No. 1885260 O dalam kondisi rusak berat (BPKB ada, STNK Tidak ada, Pajak Tidak ada).",Honda,GL 160D,2010,160,BPKB
Pemda Lembata,Lembata,2022,123000,123000,"1 (satu) unit Sepeda Motor, Merk Suzuki, Type EN.125A, Tahun Pembuatan 2008, Nomor Polisi EB 2131 WN (Eks EB 913 F), Nomor Rangka MH8EN125A8J583399, Nomor Mesin F405-1D-583702, Warna Biru, Bahan Bakar Bensin, Isi Silinder 125 CC, BPKB F No. 3790519 O dalam kondisi rusak berat (BPKB ada, STNK Tidak ada, Pajak Tidak ada).",Suzuki,Thunder,2008,125,BPKB
Pemda Lembata,Lembata,2022,358000,1234557,"1 (satu) unit Sepeda Motor, Merk Honda, Type GLMII, Tahun Pembuatan 2005, Nomor Polisi EB 2719 WF, Nomor Rangka MH1UABE165K122945, Nomor Mesin UABEE-1122354, Warna Hitam, Bahan Bakar Bensin, Isi Silinder 125 CC, dalam kondisi rusak berat (BPKB Tidak ada, STNK 2026, Pajak 2023).",Honda,GL Max 125,2005,125,Tidak Ada
Pemda Lembata,Lembata,2022,464000,1537090,"1 (satu) unit Sepeda Motor, Merk Honda, Type Win (MCB), Tahun Pembuatan 2005, Nomor Polisi EB 2705 WF, Nomor Rangka MH1HABD115K126954, Nomor Mesin HABDE-1127124, Warna Hitam, Bahan Bakar Bensin, Isi Silinder 100 CC, dalam kondisi rusak berat (BPKB Tidak ada, STNK 2026, Pajak 2023).",Honda,Win,2005,100,Tidak Ada
Pemda Lembata,Lembata,2022,330000,1500000,"1 (satu) unit Sepeda Motor, Merk Honda, Type NF 125 TD, Tahun Pembuatan 2008, Nomor Polisi EB 527 FA, Nomor Rangka MH1JB81188K259964, Nomor Mesin JB81E-1256608, Warna Hitam-Merah, Bahan Bakar Bensin, Isi Silinder 125 CC, dalam kondisi rusak berat (BPKB Tidak ada, STNK 2024, Pajak 2023). --- Nilai Limit : Rp330.000,00 (tiga ratus tiga puluh ribu rupiah)",Honda,Supra X,2008,125,Tidak Ada
Pemda Lembata,Lembata,2022,250000,1250555,"1 (satu) unit Sepeda Motor, Merk Honda, Type GL160D, Tahun Pembuatan 2009, Nomor Polisi EB 2338 WF, Nomor Rangka MH1KC11179K232300, Nomor Mesin KC11E-1234283, Warna Hitam, Bahan Bakar Bensin, Isi Silinder 160 CC, dalam kondisi rusak berat (BPKB Tidak ada, STNK 2025, Pajak 2022).",Honda,GL 160D,2009,160,Tidak Ada
Pemda Lembata,Lembata,2022,690000,790000,"1 (satu) unit Sepeda Motor, Merk Honda, Type GL160D, Tahun Pembuatan 2010, Nomor Polisi EB 683 FA, Nomor Rangka MH1KC115AK249309, Nomor Mesin KC11E-1250774, Warna Hitam, Bahan Bakar Bensin, Isi Silinder 160 CC, dalam kondisi rusak berat (BPKB Tidak ada, STNK Tidak ada, Pajak Tidak ada).",Honda,GL 160D,2010,160,Tidak Ada
Pemda Lembata,Lembata,2022,805000,890000,"1 (satu) unit Sepeda Motor, Merk Honda, Type GL160D, Tahun Pembuatan 2010, Nomor Polisi EB 680 FA, Nomor Rangka MH1KC1119AK257543, Nomor Mesin KC11E-1258612, Warna Biru - Hitam, Bahan Bakar Bensin, Isi Silinder 160 CC, dalam kondisi rusak berat (BPKB Tidak ada, STNK Tidak ada, Pajak Tidak ada). -- Nilai Limit : Rp805.000,00 (delapan ratus lima ribu rupiah)",Honda,GL 160D,2010,160,Tidak Ada
Pemda Lembata,Lembata,2022,460000,1055555,"1 (satu) unit Sepeda Motor, Merk Honda, Type GL160D, Tahun Pembuatan 2010, Nomor Polisi EB 2389 WF (Eks EB 681 FA), Nomor Rangka MH1KC1112AK249333, Nomor Mesin KC11E-1250774, Warna Hitam, Bahan Bakar Bensin, Isi Silinder 160 CC, dalam kondisi rusak berat (BPKB Tidak ada, STNK 2025, Pajak 2022).",Honda,GL 160D,2010,160,Tidak Ada
Pemda Lembata,Lembata,2022,345000,1500000,"1 (satu) unit Sepeda Motor, Merk Honda, Type GL160D, Tahun Pembuatan 2010, Nomor Polisi EB 2390 WF (Eks EB 684 FA), Nomor Rangka MH1KC1119AK249345, Nomor Mesin KC11E-1251001, Warna Hitam, Bahan Bakar Bensin, Isi Silinder 160 CC, dalam kondisi rusak berat (BPKB Tidak ada, STNK 2025, Pajak 2022).",Honda,GL 160D,2010,160,Tidak Ada
Pemda Lembata,Lembata,2022,690000,1750000,"1 (satu) unit Sepeda Motor, Merk Honda, Type GL160D, Tahun Pembuatan 2010, Nomor Polisi EB 2387 WF (Eks. EB 693 FA), Nomor Rangka MH1KC1118AK249174, Nomor Mesin KC11E-1250878, Warna Hitam, Bahan Bakar Bensin, Isi Silinder 160 CC, dalam kondisi rusak berat (BPKB Tidak ada, STNK 2025, Pajak 2022)",Honda,GL 160D,2010,160,Tidak Ada
Pemda Lembata,Lembata,2022,342000,1500000,"1 (satu) unit Sepeda Motor, Merk Honda, Type NF125TD, Tahun Pembuatan 2010, Nomor Polisi EB 2489 WF (Eks EB 678 FA), Nomor Rangka MH1JB8117AK512200, Nomor Mesin JB81E-1507886, Warna Hitam, Bahan Bakar Bensin, Isi Silinder 125 CC, dalam kondisi rusak berat (BPKB Tidak ada, STNK 2025, Pajak 2022).",Honda,Supra X,2010,125,Tidak Ada
Pemda Lembata,Lembata,2022,364000,1050000,"1 (satu) unit Sepeda Motor, Merk Honda, Type GL160D, Tahun Pembuatan 2010, Nomor Polisi EB 2089 WN (Eks EB 3679 FA), Nomor Rangka MH1KC111XAK260001, Nomor Mesin KC11E-1261759, Warna Hitam, Bahan Bakar Bensin, Isi Silinder 160 CC, dalam kondisi rusak berat (BPKB Tidak ada, STNK 2025, Pajak 2021).",Honda,GL 160D,2010,160,Tidak Ada
Pemda Lembata,Lembata,2022,456000,1555555,"1 (satu) unit Sepeda Motor, Merk Honda, Type NF11B1D M/T, Tahun Pembuatan 2011, Nomor Polisi EB 773 FA, Nomor Rangka MH1JBC125BK256166, Nomor Mesin JBC1E-2241839, Warna Hitam, Bahan Bakar Bensin, Isi Silinder 110 CC, dalam kondisi rusak berat (BPKB Tidak ada, STNK 2023, Pajak 2021)",Honda,Revo,2011,110,Tidak Ada
Pemda Lembata,Lembata,2022,299000,390000,"1 (satu) unit Sepeda Motor, Merk Honda, Type GL160D, Tahun Pembuatan 2007, Nomor Polisi EB 2621 WF, Nomor Rangka MH1KC11187K072036, Nomor Mesin KC11E-1071974, Warna Hitam, Bahan Bakar Bensin, Isi Silinder 160 CC, dalam kondisi rusak berat (BPKB Tidak ada, STNK 2021, Pajak 2021).",Honda,GL 160D,2007,160,Tidak Ada
Pemda Lembata,Lembata,2022,248000,390000,"1 (satu) unit Sepeda Motor, Merk Honda, Type Mega Pro, Tahun Pembuatan 2010, Nomor Polisi EB 2462 WN, Nomor Rangka MH1KC1149K205944, Nomor Mesin KC11E-1207968, Warna Hitam, Bahan Bakar Bensin, Isi Silinder 160 CC, dalam kondisi rusak berat (BPKB Tidak ada, STNK Tidak ada, Pajak Tidak ada)",Honda,Mega Pro,2010,160,Tidak Ada
Pemda Lembata,Lembata,2022,248000,390000,"1 (satu) unit Sepeda Motor, Merk Honda, Type Mega Pro, Tahun Pembuatan 2010, Nomor Polisi EB 712 FA, Nomor Rangka MH1KC119AK248125, Nomor Mesin KC11E-1249718, Warna Biru-Hitam, Bahan Bakar Bensin, Isi Silinder 160 CC, dalam kondisi rusak berat (BPKB Tidak ada, STNK Tidak ada, Pajak Tidak ada).",Honda,Mega Pro,2010,160,Tidak Ada
Pemda Lembata,Lembata,2022,1400000,5050000,"1 (satu) unit Sepeda Motor, Merk Honda, Type Versa, Tahun Pembuatan 2013, Nomor Polisi EB 2105 WN, Nomor Rangka MHKC5210DK020918, Nomor Mesin 1020482, Warna Merah- Hitam, Bahan Bakar Bensin, Isi Silinder 150 CC, dalam kondisi rusak berat (BPKB Tidak ada, STNK Tidak ada, Pajak Tidak ada).",Honda,Versa,2013,150,Tidak Ada
Pemda Lembata,Lembata,2022,490000,1234567,"1 (satu) unit Sepeda Motor, Merk Honda, Type NF100TD, Tahun Pembuatan 2008, Nomor Polisi EB 530 FA, Nomor Rangka MH1HB61188K603182, Nomor Mesin HB61E-1598990, Warna Silver, Bahan Bakar Bensin, Isi Silinder 100 CC, dalam kondisi rusak berat (BPKB Tidak ada, STNK 2019, Pajak 2017).",Honda,Supra Fit,2008,100,Tidak Ada
Pemda Lembata,Lembata,2022,238000,5250000,"1 (satu) unit Sepeda Motor, Merk Honda, Type NF11A1C M/T, Tahun Pembuatan 2010, Nomor Polisi EB 688 FA, Nomor Rangka MH1JBB119AK292104, Nomor Mesin JBB1E-1282442, Warna Hitam, Bahan Bakar Bensin, Isi Silinder 110 CC, dalam kondisi rusak berat (BPKB Tidak ada, STNK Tidak ada, Pajak Tidak ada).",Honda,Revo,2010,110,Tidak Ada
Pemda Lembata,Lembata,2022,334000,750000,"1 (satu) unit Sepeda Motor, Merk Honda, Type Supra Fit, Tahun Pembuatan 2006, Nomor Polisi EB 699 F, Nomor Rangka MH1HB31156K377212, Nomor Mesin HB31E-1372496, Warna Hitam-Kuning, Bahan Bakar Bensin, Isi Silinder 100 CC, dalam kondisi rusak berat (BPKB Tidak ada, STNK Tidak ada, Pajak Tidak ada).",Honda,Supra Fit,2006,100,Tidak Ada
Pemda Lembata,Lembata,2022,252000,390000,"1 (satu) unit Sepeda Motor, Merk Honda, Type Mega Pro, Tahun Pembuatan 2006, Nomor Polisi EB 711 F, Nomor Rangka MH1KC2146 K018875, Nomor Mesin KC12E-1018844, Warna Hitam, Bahan Bakar Bensin, Isi Silinder 160 CC, dalam kondisi rusak berat (BPKB Tidak ada, STNK Tidak ada, Pajak Tidak ada).",Honda,Mega Pro,2006,160,Tidak Ada
Pemda Lembata,Lembata,2022,241000,380000,"1 (satu) unit Sepeda Motor, Merk Honda, Type Mega Pro, Tahun Pembuatan 2010, Nomor Polisi EB 716 FA, Nomor Rangka MH1KC1217AK240108, Nomor Mesin KC12E-1237327, Warna Hitam, Bahan Bakar Bensin, Isi Silinder 160 CC, dalam kondisi rusak berat (BPKB Tidak ada, STNK Tidak ada, Pajak Tidak ada).",Honda,Mega Pro,2010,160,Tidak Ada
Pemda Lembata,Lembata,2022,299000,2550000,"1 (satu) unit Sepeda Motor, Merk Yamaha, Type 28D (AL115S/MIO), Tahun Pembuatan 2012, Nomor Polisi EB 2021 WN, Nomor Rangka MH328D40DCJ684565, Nomor Mesin 28D-3689025, Warna Merah Marun, Bahan Bakar Bensin, Isi Silinder 113 CC, dalam kondisi rusak berat (BPKB Tidak ada, STNK 2022, Pajak 2022).",Yamaha,Mio,2012,113,Tidak Ada
Pemda Lembata,Lembata,2022,299000,2100000,"1 (satu) unit Sepeda Motor, Merk Yamaha, Type 28D (AL115S/MIO), Tahun Pembuatan 2012, Nomor Polisi EB 2019 WN, Nomor Rangka MH328D40DCJ694045, Nomor Mesin 28D-3693607, Warna Merah Marun, Bahan Bakar Bensin, Isi Silinder 113 CC, dalam kondisi rusak berat (BPKB Tidak ada, STNK 2022, Pajak 2022)",Yamaha,Mio,2012,113,Tidak Ada
Pemda Lembata,Lembata,2022,549000,2200000,"1 (satu) unit Sepeda Motor, Merk Yamaha, Type 3C1(V-IXION/FZ150), Tahun Pembuatan 2012, Nomor Polisi EB 2023 WN, Nomor Rangka MH33C1005CK841918, Nomor Mesin 3C1-843202, Warna Putih, Bahan Bakar Bensin, Isi Silinder 150 CC, dalam kondisi rusak berat (BPKB Tidak ada, STNK 2022, Pajak 2022).",Yamaha,V-ixion,2012,150,Tidak Ada
Pemda Lembata,Lembata,2022,342000,1234555,"1 (satu) unit Sepeda Motor, Merk Honda, Type Supra X, Tahun Pembuatan 2010, Nomor Polisi EB 679 FA, Nomor Rangka MH1JB 8112 AK513559, Nomor Mesin JN81E 1509156, Warna Hitam, Bahan Bakar Bensin, Isi Silinder 125 CC, dalam kondisi rusak berat (BPKB Tidak ada, STNK Tidak ada, Pajak Tidak ada).",Honda,Supra X,2010,125,Tidak Ada
PN Kalabahi,Alor,2022,1500000,2345678,"01 (satu) unit kendaraan roda 2 , merk Yamaha type Jupiter Z Tahun 2004 Nomor Polisi EB 2469 WK Nomor Rangka MH35 TP0014K-129624 nomor mesin 5TP-129115 dalam kondisi rusak berat",Yamaha,Jupiter Z,2004,110,Tidak Ada
PN Kalabahi,Alor,2022,1500000,1750000,"01 (satu) unit kendaraan roda dua, merk Yama type Jupiter Z tahun 2001 Nomor Polisi EB 2470 WK, Nomor Rangka MH35 LMD 011K-017379, Nomor Mesin 5LM-017355 kondisi rusak berat",Yamaha,Jupiter Z,2001,110,Tidak Ada
PN Kalabahi,Alor,2022,2500000,3456789,"01 (satu) unit kendaraan roda dua, merk Honda type Supra X NF 125 D tahun 2005 Nopol EB2295.WK, Nomor rangka MH1JB51145K-378881, nomor mesin JB 51E-1373950 kondisi rusak berat",Honda,Supra X,2005,125,Tidak Ada
PN Kalabahi,Alor,2022,2500000,2750000,"01 (satu) unit kendaraan roda dua, merk Honda type Supra X 125 D, tahun 2005, nopol DH 654 FA, Nomor Polisi MH1JB51125K-368835, Nomor Rangka JB 51E-1370661, tidak dilengkapi BPKB, kondisi rusak berat",Honda,Supra X,2005,125,Tidak Ada
Pemkab Sumba Timur,Sumba Timur,2022,1870000,2555000,"Satu unit kendaraan roda dua, merk/Type Honda / GL 160 D (Mega Pro), Jenis Sepedamotor, Model Sepedamotor Solo, Tahun 2007, isi silinder 160 cc, Warna Hitam, Nomor Rangka MHK1KC11157K076187, Nomor Mesin KC11E-1076121, dengan Nomor Polisi ED 340 EA, sebagaimana tercantum di Buku Pemilikan
Kendaraan Bermotor (BPKB) E Nomor : 6741742 O, atas nama Dinas Kesehatan Kabupaten Sumba Timur, STNK tidak dikuasai penjual sesuai Surat Keterangan Nomor : BKAD/T/900/1.084/IX/2022 tanggal 19 September 2022 oleh Penjabat Sekretaris Daerah Pemkab Sumba Timur.",Honda,Mega Pro,2007,160,STNK
Pemkab Sumba Timur,Sumba Timur,2022,1320000,1777779,"Satu unit kendaraan roda dua, merk/Type Yamaha Rx 115, Jenis Sepedamotor, Tahun 2000, Nomor Rangka MH33HB008YK240788, Nomor Mesin 3HB-258515, dengan Nomor Polisi ED 665 A, dokumen BPKB dan STNK tidak dikuasai penjual sesuai Surat Keterangan Nomor : BKAD/T/900/1.084/IX/2022 tanggal 19 September 2022 oleh Penjabat Sekretaris Daerah Pemkab Sumba Timur.",Yamaha,RX Spesial,2000,115,STNK
